AS_OF_DATE,SKU,TTL_INV_DC,SRP,CHANGED_SRP,WEEKLY_SALES,TTL_INV_LOC,TTL_INT_LOC,DESCR,PARENT_MODEL,PHONE_MODEL,OEM
2/25/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
3/4/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
3/11/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
3/18/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
3/25/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
4/1/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
4/8/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
5/6/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
5/13/2023,4564Q,0,38,38,0,0,0,DEM APL WATCH 41 BAND CSB,UNASSIGNED,BAND,APL
10/8/2022,4278R,33499,45,45,476,33764,48,CAS SPK PRESIDIO IPH14PL CLR,IPH14PL,HAGRD,SPK
10/15/2022,4278R,45691,45,45,1405,33220,167,CAS SPK PRESIDIO IPH14PL CLR,IPH14PL,HAGRD,SPK
10/22/2022,4278R,44722,45,45,1203,32677,120,CAS SPK PRESIDIO IPH14PL CLR,IPH14PL,HAGRD,SPK
10/29/2022,4278R,43941,45,45,1057,32165,28,CAS SPK PRESIDIO IPH14PL CLR,IPH14PL,HAGRD,SPK
11/5/2022,4044Q,2,349,349,13,94,0,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
11/12/2022,4044Q,0,349,349,2,78,2,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
11/19/2022,4044Q,0,349,349,1,73,0,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
12/3/2022,4044Q,-106,349,349,1,180,22,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
12/10/2022,4044Q,21,349,349,50,140,9,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
12/17/2022,4044Q,0,349,349,31,16,0,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
12/24/2022,4044Q,0,349,349,30,11,0,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
12/31/2022,4044Q,0,349,349,0,9,0,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
1/7/2023,4044Q,68,349,349,7,5,0,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
1/21/2023,4044Q,658,349,349,2,41,11,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
1/28/2023,4044Q,573,349,349,1,44,0,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
2/4/2023,4044Q,1054,349,349,6,94,4,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
2/11/2023,4044Q,1619,349,349,13,184,6,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
2/18/2023,4044Q,1604,349,349,24,170,2,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
2/25/2023,4044Q,1560,349,349,20,180,12,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
3/4/2023,4044Q,1730,349,349,36,176,16,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
3/11/2023,4044Q,1947,349,349,37,179,11,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
3/18/2023,4044Q,1927,349,349,20,179,8,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
3/25/2023,4044Q,1827,349,349,31,179,8,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
4/1/2023,4044Q,2190,349,349,32,179,10,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
4/8/2023,4044Q,1919,349,349,33,179,6,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
5/6/2023,4044Q,1486,349,349,25,160,18,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
5/13/2023,4044Q,1038,349,349,23,185,8,KYB APL MAGIC5GEN 12IPR21 BLK,12IPR21,12IPR21,APL
1/28/2023,4708R,11528,35,35,0,0,0,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
2/4/2023,4708R,984,35,35,3,5637,2260,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
2/11/2023,4708R,-1610,35,35,38,11074,33,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
2/18/2023,4708R,-1005,35,35,341,10854,4,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
2/25/2023,4708R,-365,35,35,444,10351,2,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
3/4/2023,4708R,-285,35,35,465,9824,0,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
3/11/2023,4708R,-146,35,35,436,9301,11,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
3/18/2023,4708R,2302,35,35,451,8806,4,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
3/25/2023,4708R,1279,35,35,382,9691,214,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
4/1/2023,4708R,4606,35,35,420,9703,44,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
4/8/2023,4708R,4072,35,35,475,9577,86,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
5/6/2023,4708R,2945,35,35,526,9233,120,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
5/13/2023,4708R,2386,35,35,450,9258,89,CAS CSM CQ CLEAR SMGS23 CLR,SMGS23,SMGDM1,CSM
10/8/2022,4301R,35,29.99,29.99,0,9,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
10/15/2022,4301R,35,29.99,29.99,0,9,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
10/22/2022,4301R,35,29.99,29.99,0,9,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
10/29/2022,4301R,35,29.99,29.99,0,9,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
11/5/2022,4301R,35,29.99,29.99,0,6,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
11/12/2022,4301R,33,29.99,29.99,0,5,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
11/19/2022,4301R,33,29.99,29.99,0,5,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
5/6/2023,4301R,22,29.99,29.99,0,10,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
5/13/2023,4301R,22,29.99,29.99,1,9,0,CAB NVU BELTUSBC LIGHTNG GRN,CAB_8PIN,LIGHTNG,NVU
10/8/2022,4307R,-187,299.95,299.95,30,203,0,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
10/15/2022,4307R,462,299.95,299.95,49,380,5,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
10/22/2022,4307R,410,299.95,299.95,82,326,21,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
10/29/2022,4307R,281,299.95,299.95,64,381,14,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
11/5/2022,4307R,194,299.95,299.95,47,400,16,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
11/12/2022,4307R,423,299.95,299.95,70,431,14,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
11/19/2022,4307R,-30,299.95,299.95,48,765,18,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
12/3/2022,4307R,231,299.95,299.95,61,584,0,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
12/10/2022,4307R,188,299.95,299.95,68,656,9,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
12/17/2022,4307R,85,299.95,299.95,83,631,20,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
12/24/2022,4307R,-69,299.95,299.95,95,589,5,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
12/31/2022,4307R,187,299.95,299.95,50,653,18,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
1/7/2023,4307R,127,299.95,299.95,27,647,29,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
1/21/2023,4307R,339,299.95,299.95,62,595,13,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
1/28/2023,4307R,296,299.95,299.95,43,588,10,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
2/4/2023,4307R,404,299.95,299.95,46,543,6,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
2/11/2023,4307R,588,299.95,299.95,43,572,8,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
2/18/2023,4307R,523,299.95,299.95,54,561,4,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
2/25/2023,4307R,467,299.95,299.95,58,540,9,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
3/4/2023,4307R,383,299.95,299.95,71,538,12,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
3/11/2023,4307R,212,299.95,299.95,43,572,91,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
3/18/2023,4307R,1298,299.95,299.95,65,709,27,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
3/25/2023,4307R,1612,299.95,299.95,67,698,9,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
4/1/2023,4307R,1203,299.95,299.95,68,1005,17,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
4/8/2023,4307R,1458,299.95,299.95,69,981,14,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
5/6/2023,4307R,1179,299.95,299.95,65,954,21,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
5/13/2023,4307R,1075,299.95,299.95,61,976,18,SPK HAR PBENCORE BT UNIV BLK,HAR,BT UNIV,HAR
3/18/2023,4750R,5928,59.99,59.99,0,0,0,BKP TLT VCMNSLQD2 BOTTLE PUR,TLT,BOTTLE,TLT
3/25/2023,4750R,5928,59.99,59.99,0,0,0,BKP TLT VCMNSLQD2 BOTTLE PUR,TLT,BOTTLE,TLT
4/1/2023,4750R,2168,59.99,59.99,52,3263,303,BKP TLT VCMNSLQD2 BOTTLE PUR,TLT,BOTTLE,TLT
4/8/2023,4750R,2040,59.99,59.99,199,3444,29,BKP TLT VCMNSLQD2 BOTTLE PUR,TLT,BOTTLE,TLT
5/6/2023,4750R,2281,59.99,59.99,128,3053,137,BKP TLT VCMNSLQD2 BOTTLE PUR,TLT,BOTTLE,TLT
5/13/2023,4750R,2198,59.99,59.99,144,3068,23,BKP TLT VCMNSLQD2 BOTTLE PUR,TLT,BOTTLE,TLT
3/18/2023,4905R,0,299.95,299.95,0,0,0,SPK APL HOMEPOD GEN 2 WHT,APL,GEN 2,APL
3/25/2023,4905R,30,299.95,299.95,0,0,0,SPK APL HOMEPOD GEN 2 WHT,APL,GEN 2,APL
4/1/2023,4905R,1,299.95,299.95,0,0,0,SPK APL HOMEPOD GEN 2 WHT,APL,GEN 2,APL
4/8/2023,4905R,1,299.95,299.95,0,0,0,SPK APL HOMEPOD GEN 2 WHT,APL,GEN 2,APL
5/6/2023,4905R,1,299.95,299.95,0,0,0,SPK APL HOMEPOD GEN 2 WHT,APL,GEN 2,APL
5/13/2023,4905R,1,299.95,299.95,0,0,0,SPK APL HOMEPOD GEN 2 WHT,APL,GEN 2,APL
10/8/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
10/15/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
10/22/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
10/29/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
11/5/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
11/12/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
11/19/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
12/3/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
12/10/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
12/17/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
12/24/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT, ,EMERGENCY,VAR
12/31/2022,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
1/7/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
1/21/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
1/28/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
2/4/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
2/11/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
2/18/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
2/25/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
3/4/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
3/11/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
3/18/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
3/25/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
4/1/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
4/8/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
5/6/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
5/13/2023,4873N,0,19.9,19.9,0,0,0,APP VAR EMERG BTT EMERGENC WHT,UNASSIGNED,EMERGENCY,VAR
10/8/2022,4646Q,4245,199.99,199.99,153,3919,20,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
10/15/2022,4646Q,4070,199.99,199.99,146,3919,42,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
10/22/2022,4646Q,3926,199.99,199.99,160,3885,42,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
10/29/2022,4646Q,3724,199.99,199.99,151,3914,31,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
11/5/2022,4646Q,3576,199.99,199.99,131,3861,24,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
11/12/2022,4646Q,2979,199.99,199.99,153,3835,58,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
11/19/2022,4646Q,2793,199.99,199.99,157,3844,49,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
12/3/2022,4646Q,2462,199.99,199.99,160,3802,53,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
12/10/2022,4646Q,2309,199.99,199.99,127,3789,41,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
12/17/2022,4646Q,2169,199.99,199.99,146,3742,56,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
12/24/2022,4646Q,1965,199.99,199.99,220,3679,66,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
12/31/2022,4646Q,1757,199.99,199.99,165,3690,29,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
1/7/2023,4646Q,1580,199.99,199.99,76,3683,52,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
1/21/2023,4646Q,1760,199.99,199.99,162,3616,59,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
1/28/2023,4646Q,1590,199.99,199.99,134,3625,39,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
2/4/2023,4646Q,1977,199.99,199.99,145,3527,46,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
2/11/2023,4646Q,2817,199.99,199.99,138,3568,39,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
2/18/2023,4646Q,2698,199.99,199.99,138,3547,22,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
2/25/2023,4646Q,2541,199.99,199.99,142,3514,50,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
3/4/2023,4646Q,2374,199.99,199.99,147,3498,52,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
3/11/2023,4646Q,2217,199.99,199.99,157,3450,53,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
3/18/2023,4646Q,2064,199.99,199.99,134,3460,37,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
3/25/2023,4646Q,1893,199.99,199.99,162,3423,54,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
4/1/2023,4646Q,1666,199.99,199.99,167,3460,55,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
4/8/2023,4646Q,1517,199.99,199.99,139,3427,30,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
5/6/2023,4646Q,1079,199.99,199.99,152,3323,44,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
5/13/2023,4646Q,940,199.99,199.99,112,3323,38,HDS APL BEATFTPRO BT UNIV BLK,APL_BTS,BT UNIV,APL
10/8/2022,4174R,4,50,50,163,1497,140,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
10/15/2022,4174R,429,50,50,180,1803,95,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
10/22/2022,4174R,331,50,50,178,1828,86,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
10/29/2022,4174R,168,50,50,170,1830,62,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
11/5/2022,4174R,68,50,50,134,1810,63,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
11/12/2022,4174R,979,50,50,88,1791,284,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
11/19/2022,4174R,104,50,50,106,3182,64,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
12/3/2022,4174R,2165,50,50,85,3295,30,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
12/10/2022,4174R,2991,50,50,114,3304,26,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
12/17/2022,4174R,2889,50,50,147,3230,42,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
12/24/2022,4174R,2694,50,50,292,3075,34,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
12/31/2022,4174R,2442,50,50,281,2940,105,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
1/7/2023,4174R,2316,50,50,121,2947,70,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
1/21/2023,4174R,1970,50,50,181,3048,56,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
1/28/2023,4174R,1971,50,50,170,3017,66,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
2/4/2023,4174R,1858,50,50,145,2997,80,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
2/11/2023,4174R,1675,50,50,178,3009,55,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
2/18/2023,4174R,1491,50,50,185,2946,62,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
2/25/2023,4174R,1239,50,50,194,2951,54,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
3/4/2023,4174R,1832,50,50,185,3275,130,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
3/11/2023,4174R,3082,50,50,207,3344,67,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
3/18/2023,4174R,3162,50,50,216,3386,74,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
3/25/2023,4174R,3051,50,50,186,3372,42,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
4/1/2023,4174R,685,50,50,208,5462,68,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
4/8/2023,4174R,1204,50,50,260,5334,46,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
5/6/2023,4174R,1722,50,50,261,4958,142,CAS GR4 MILNAURMG IPH 14P MUL,IPH 14P,HERMI,GR4
10/8/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
10/15/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
10/22/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
10/29/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
11/5/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
11/12/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
11/19/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
12/3/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
12/10/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
12/17/2022,4583R,0,49,49,0,0,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
12/24/2022,4583R,0,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
12/31/2022,4583R,0,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
1/7/2023,4583R,0,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
1/21/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
1/28/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
2/4/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
2/11/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
2/18/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
2/25/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
3/4/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
3/11/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
3/18/2023,4583R,20,49,49,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
3/25/2023,4583R,20,49,36.75,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
4/1/2023,4583R,20,36.75,36.75,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
4/8/2023,4583R,20,36.75,36.75,0,1,0,CAS APL PURSLCNMG IPH 14P PUR,IPH 14P,IPH 14P,APL
10/8/2022,4323R,-192,50,50,0,0,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
10/15/2022,4323R,-250,50,50,0,1,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
10/22/2022,4323R,-226,50,50,0,2,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
10/29/2022,4323R,10,50,50,0,2,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
11/5/2022,4323R,-384,50,50,0,4,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
11/12/2022,4323R,-648,50,50,0,3,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
11/19/2022,4323R,-746,50,50,0,3,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
12/3/2022,4323R,-1588,50,50,0,1,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
12/10/2022,4323R,-1610,50,50,0,1,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
12/17/2022,4323R,-2134,50,50,0,1,0,CAS OBX SYMTRYMAG IPH1413 BLK,IPH1413,RON,OBX
